# NASA Exoplanet Archive pscomppars, as of 2026-09-08; slimmed by scripts/build-exoplanets.py
pl_name,hostname,ra,dec,sy_dist,pl_rade,pl_bmasse,pl_orbper,disc_year,discoverymethod,st_teff,st_rad,st_spectype
Kepler-805 b,Kepler-805,293.23,45.0534,638.49,2.89,8.7,30.8639,2016,Transit,6112,1.65,
17 Sco b,17 Sco,243.462,-11.8378,124.953,12.9,1373.02,578.38,2020,Radial Velocity,4157,25.92,K3 III
Kepler-264 c,Kepler-264,292.045,37.3762,942.173,2.83,8.4,140.101,2014,Transit,6158,1.55,
HR 858 b,HR 858,42.985,-30.8141,31.964,2.004,3.55,3.58529,2019,Transit,6354,1.258,F6 V
Kepler-941 b,Kepler-941,294.326,47.2176,1088.36,3.08,9.69,17.424,2016,Transit,5539,0.86,
Kepler-1832 b,Kepler-1832,299.852,43.7321,486.174,1.227,2.02,3.13879,2021,Transit,5242,0.722,
TOI-833 b,TOI-833,145.645,-62.4759,41.715,1.27,2.15,1.04188,2022,Transit,3920,0.6,
HD 38283 b,HD 38283,84.2605,-73.6998,38.062,14,127.132,363.2,2010,Radial Velocity,5981,1.49,F9.5 V
Kepler-341 b,Kepler-341,289.862,43.4727,1047.03,1.18,1.76,5.19553,2014,Transit,6012,1.024,
TIC 153919886 b,TIC 153919886,171.844,68.181,132.33,2.706,7.78,2.1051,2026,Transit,4137,0.592,
Kepler-1669 b,Kepler-1669,297.43,39.8479,543.444,2.78,8.15,9.51216,2020,Transit,4303,0.714,
Kepler-295 c,Kepler-295,285.346,45.3678,1699.19,1.17,1.71,21.5263,2014,Transit,5603,0.898,
NN Ser c,NN Ser,238.234,12.9121,515.818,12.6,2329.6,6987,2010,Eclipse Timing Variations,57000,,WD
Kepler-1802 b,Kepler-1802,300.242,44.1413,636.694,1.671,3.43,15.4502,2021,Transit,4245,0.637,
TOI-6008 b,TOI-6008,310.449,49.6469,23.101,1.03,4,0.85743,2024,Transit,3075,0.242,M5.0
Kepler-1437 b,Kepler-1437,291.865,49.3259,2101.69,1.37,2.45,10.9296,2016,Transit,5557,0.9,
Kepler-330 b,Kepler-330,288.447,44.8018,717.527,1.35,2.39,8.25978,2014,Transit,5117,0.722,
Kepler-100 c,Kepler-100,291.386,41.9901,304.645,2.2,7.05,12.8159,2014,Transit,5825,1.49,
K2-377 b,K2-377,202.898,-12.0951,195.149,1.693,3.51,12.8322,2022,Transit,4200,0.691,
Kepler-554 b,Kepler-554,296.407,51.3582,690.525,4.29,17,1.90221,2016,Transit,5447,0.92,
Kepler-208 e,Kepler-208,293.89,42.5279,775.328,1.48,2.79,16.2595,2014,Transit,6092,1.314,
Kepler-1287 b,Kepler-1287,289.135,47.063,1003.26,1.54,2.99,11.4769,2016,Transit,5715,0.94,
Kepler-646 b,Kepler-646,290.471,44.387,451.794,1.99,4.62,15.8736,2016,Transit,5634,0.91,
Kepler-1880 b,Kepler-1880,287.826,40.6966,611.041,2.117,5.13,6.30922,2021,Transit,4380,0.53,
Kepler-587 b,Kepler-587,288.671,47.3991,787.894,2.23,5.6,10.9403,2016,Transit,5549,0.89,
EPIC 201238110 b,EPIC 201238110,179.706,-3.38946,159.259,1.87,4.16,28.1656,2019,Transit,3587,0.374,
K2-240 c,K2-240,227.849,-17.8755,72.91,1.8,3.89,20.523,2018,Transit,3810,0.54,M0.5 V
Kepler-1495 b,Kepler-1495,286.131,38.7796,1355.54,2.94,8.96,85.2733,2016,Transit,5831,1.04,
Kepler-508 b,Kepler-508,295.404,42.9813,324.618,1.64,3.33,25.3089,2016,Transit,6025,1.25,
HD 191939 f,HD 191939,302.026,66.8503,53.609,13.2,915.346,2898,2022,Radial Velocity,5348,0.94,G9 V
HN Peg b,HN Peg,326.132,14.7714,18.119,11.777,6991.57,,2006,Imaging,6186,1.007,G0 V
K2-413 b,K2-413,353.418,-7.61203,285.162,0.76,0.363,0.8094,2022,Transit,4116,0.7,
KOI-351 h,KOI-351,284.433,49.3051,848.254,11.252,203,331.603,2013,Transit,6031,1.185,
HD 60779 c,HD 60779,114.005,-3.15129,35.444,5.79,28.3,104.79,2026,Radial Velocity,6081,1.129,G1 V
K2-19 c,K2-19,174.96,0.6036,289.827,4.1,11,11.906,2015,Transit,5322,0.82,G9
TOI-3160 A b,TOI-3160 A,224.566,-27.6825,567.678,13.765,378.216,3.97128,2025,Transit,6190,1.346,
Kepler-1333 b,Kepler-1333,293.528,41.1114,932.446,2.81,8.3,109.647,2016,Transit,5628,0.92,
Kepler-1715 b,Kepler-1715,293.93,41.6029,522.605,4.14,16,35.5973,2021,Transit,6212,1.209,
Kepler-1885 b,Kepler-1885,288.751,47.4909,818.482,1.511,2.89,2.52256,2021,Transit,5591,0.86,
TOI-1803 c,TOI-1803,178.046,35.1718,119.24,4.29,8,12.8858,2025,Transit,4687,0.715,
Kepler-1116 b,Kepler-1116,291.934,44.1155,1008.57,2.54,6.99,41.6978,2016,Transit,5641,0.93,
Kepler-232 b,Kepler-232,295.816,51.1217,1349.13,3.08,9.69,4.43122,2014,Transit,5847,0.968,
HD 141399 d,HD 141399,236.724,46.9863,37.017,13.7,375.039,1069.8,2014,Radial Velocity,5600,1.387,K0
HIP 57274 b,HIP 57274,176.171,30.9577,25.862,,3359.45,8.1352,2011,Radial Velocity,4510,0.78,K4 V
Kepler-398 d,Kepler-398,291.469,40.3437,177.355,0.88,0.615,6.83437,2016,Transit,4557,0.67,
HD 158259 b,HD 158259,261.35,52.7905,27.05,1.282,2.22,2.178,2020,Radial Velocity,5802,1.21,G0
Kepler-577 b,Kepler-577,294.712,39.0737,524.247,2.55,7.04,25.6958,2016,Transit,4984,0.73,
Kepler-953 b,Kepler-953,288.972,44.6247,258.893,4.21,16.5,88.4065,2016,Transit,5416,0.99,
HD 124330 b,HD 124330,212.821,54.409,60.198,14,238.371,270.66,2021,Radial Velocity,5873,1.304,G4 IV
Kepler-1966 b,Kepler-1966,292.464,41.299,484.601,1.105,1.39,8.61743,2021,Transit,5009,0.84,
Kepler-212 c,Kepler-212,287.621,43.1416,687.194,2.74,7.95,31.8052,2014,Transit,5852,1.455,
HD 238914 b,HD 238914,279.584,59.2539,519.452,12.8,1906.98,4100,2018,Radial Velocity,4769,12.73,K7
Kepler-44 b,Kepler-44,300.102,45.7622,1188,12.22,317.82,3.24673,2011,Transit,5800,1.35,G2 IV
Kepler-158 b,Kepler-158,284.032,39.7815,315.177,2.12,5.14,16.7092,2014,Transit,4623,0.624,K
Kepler-1080 b,Kepler-1080,296.464,49.1829,1382.82,3.28,10.8,77.2548,2016,Transit,5956,1.16,
Kepler-1228 b,Kepler-1228,296.553,46.9662,515.453,1.54,2.99,0.57737,2016,Transit,5063,0.74,
TOI-5786 b,TOI-5786,293.322,30.7042,192.475,8.54,73,12.7791,2025,Transit,6235,1.36,
Kepler-1850 b,Kepler-1850,287.143,43.6161,250.199,0.729,0.313,1.3858,2021,Transit,4239,0.6,
75 Cet c,75 Cet,38.0392,-1.03503,82.961,13.9,289.86,2051.62,2023,Radial Velocity,4809,10.38,G3 III
TOI-2345 b,TOI-2345,43.8848,-34.978,81.654,1.504,3.49,1.05286,2025,Transit,4687,0.729,K
DMPP-1 e,DMPP-1,86.7761,-10.6303,62.539,1.86,4.13,5.516,2019,Radial Velocity,6196,1.26,F8 V
Kepler-548 b,Kepler-548,299.906,45.4396,751.776,11.99,,4.45419,2016,Transit,5535,0.9,
Kepler-260 c,Kepler-260,291.926,38.014,627.365,1.74,3.68,76.0502,2014,Transit,5250,0.862,
Kepler-1460 b,Kepler-1460,285.558,44.0108,553.218,1.96,4.5,29.9633,2016,Transit,4422,0.67,
HD 133131 B b,HD 133131 B,225.9,-27.8416,51.299,13.3,794.575,5769,2016,Radial Velocity,5805,0.99,G2 V
HD 158259 d,HD 158259,261.35,52.7905,27.05,2.18,5.41,5.19808,2020,Radial Velocity,5802,1.21,G0
WASP-138 b,WASP-138,41.6392,-0.46413,414.234,12.218,387.753,3.63443,2016,Transit,6272,1.36,
TOI-5181 A b,TOI-5181 A,280.677,21.6998,480.155,13.35,330.542,3.89223,2025,Transit,6060,1.53,
Kepler-599 b,Kepler-599,285.912,41.0695,558.517,2.84,8.45,15.6556,2016,Transit,5127,0.79,
Kepler-158 d,Kepler-158,284.032,39.7815,315.177,0.43,0.047,0.64509,2024,Transit,4896,0.668,K
Kepler-575 b,Kepler-575,286.964,37.8296,853.977,2.39,6.3,9.37892,2016,Transit,5710,0.95,
EPIC 246851721 b,EPIC 246851721,78.9198,16.2787,372.632,11.781,953.49,6.18023,2018,Transit,6202,1.586,F5 V
HD 1461 b,HD 1461,4.67626,-8.05362,23.453,2.42,6.44,5.77152,2010,Radial Velocity,5765,1.152,G0 V
Gl 725 A b,Gl 725 A,280.683,59.6381,3.521,1.48,2.78,11.2201,2025,Radial Velocity,3433,0.351,M3
Kepler-1218 b,Kepler-1218,291.579,44.5317,840.503,1.44,2.67,22.9221,2016,Transit,5986,1.1,
Kepler-1891 b,Kepler-1891,290.044,44.3705,596.24,1.521,2.93,4.02229,2021,Transit,5516,0.827,
Kepler-782 b,Kepler-782,288.868,47.7595,446.844,3.21,10.4,158.685,2016,Transit,5867,1.01,
Kepler-330 c,Kepler-330,288.447,44.8018,717.527,1.95,4.46,15.9554,2014,Transit,5117,0.722,
Kepler-987 b,Kepler-987,289.411,46.1308,914.126,3.26,10.7,105.303,2016,Transit,5637,0.91,
Kepler-385 d,Kepler-385,294.339,50.3365,1432.61,2.619,7.36,56.4159,2020,Transit,5829,1.157,
Kepler-115 c,Kepler-115,297.712,45.262,623.609,2.6,7.27,8.99089,2014,Transit,5979,1.205,
TOI-2120 b,TOI-2120,23.5073,65.514,32.175,2.122,6.8,5.79982,2024,Transit,3131,0.245,
K2-395 b,K2-395,70.4439,16.6743,286.727,2.597,7.26,4.80335,2022,Transit,5007,0.783,K0
KOI-1833 d,Kepler-968,285.603,50.112,290.324,2.58,11.02,7.685,2021,Transit,4413,0.667,
Kepler-734 b,Kepler-734,297.046,46.0274,1157.21,3.56,12.4,6.10485,2016,Transit,5326,0.78,
HD 104067 c,HD 104067,179.792,-20.3556,20.363,3.69,13.2,13.8992,2024,Radial Velocity,4952,0.78,K2V
Kepler-514 b,Kepler-514,286.247,50.2424,455.336,1.72,3.61,5.6518,2016,Transit,6106,1.44,
Kepler-1456 b,Kepler-1456,286.945,43.8228,370.312,1.14,1.55,18.1374,2016,Transit,4231,0.62,
TOI-1411 b,TOI-1411,232.946,47.0555,32.478,1.199,2,1.45205,2022,Transit,4115,0.614,
Kepler-1614 b,Kepler-1614,284.871,49.7759,1191.19,1.49,2.83,3.94661,2016,Transit,5121,0.76,
CoRoT-20 b,CoRoT-20,97.7204,0.22689,844.061,9.416,1366.67,9.24285,2011,Transit,5880,1.02,G2 V
K2-187 d,K2-187,132.524,23.1925,330.916,2.4,6.35,7.14958,2018,Transit,5438,0.83,
HD 44219 b,HD 44219,95.06,-10.7251,52.905,14.1,184.34,472,2010,Radial Velocity,5752,1.32,G3 V
Kepler-142 c,Kepler-142,295.119,48.4814,548.686,2.86,8.55,4.7617,2014,Transit,5790,1.269,
HD 72659 b,HD 72659,128.513,-1.56863,51.895,13.2,949.671,3549,2002,Radial Velocity,5929,1.36,G2 V
Kepler-652 b,Kepler-652,288.008,46.4736,394.55,2.49,6.76,4.182,2016,Transit,5490,0.88,
TOI-332 b,TOI-332,348.059,-44.8765,222.852,3.2,57.2,0.77704,2023,Transit,5251,0.87,K0 V
K2-62 b,K2-62,334.365,-12.1875,112.467,2.02,4.74,6.67199,2016,Transit,4455,0.696,
K2-380 b,K2-380,283.435,-26.5387,249.303,2.729,7.89,9.40131,2022,Transit,5911,1.32,
Kepler-785 b,Kepler-785,292.068,38.8422,642.051,13.02,,1.97376,2016,Transit,4739,0.71,
K2-224 b,K2-224,189.704,-10.0606,275.255,1.56,3.05,4.47904,2018,Transit,5620,0.84,
Kepler-1066 b,Kepler-1066,298.867,46.5022,344.251,2.36,6.17,1.93156,2016,Transit,5762,0.98,
Kepler-1315 c,Kepler-1315,295.822,46.0531,480.869,1.844,4.06,6.56606,2021,Transit,4818,0.856,
TOI-375 d,TOI-375,47.1499,-77.3833,396.213,13.6,445.595,297.9,2026,Radial Velocity,5260,2.9,
KIC 9663113 b,KIC 9663113,297.045,46.3287,1594.74,4.6,19.2,572.385,2015,Transit,6065,1.03,
NGTS-12 b,NGTS-12,176.25,-35.6406,446.442,11.747,66.109,7.53281,2020,Transit,5690,1.589,G
Kepler-1240 b,Kepler-1240,283,40.5574,862.186,1.15,1.6,4.86638,2016,Transit,5682,0.96,
KIC 7917485 b,KIC 7917485,299.435,43.6326,1382.89,12.4,3750.39,840,2016,Pulsation Timing Variations,7067,2.01,A
HD 26161 b,HD 26161,62.4122,31.6524,40.913,11.9,9045.4,10942.3,2021,Radial Velocity,6058,1.456,
Kepler-1323 b,Kepler-1323,292.872,46.0987,465.417,1.52,2.92,0.92991,2016,Transit,6169,1.4,
TOI-2379 b,TOI-2379,358.092,-53.0432,211.247,11.725,1830.69,5.46938,2024,Transit,3707,0.622,
Kepler-657 b,Kepler-657,291.197,47.3077,1691.88,3.52,12.2,24.5435,2016,Transit,5808,1.01,
K2-198 c,K2-198,198.844,-6.46499,110.567,1.423,2.61,3.35961,2019,Transit,5213,0.757,
HD 170469 b,HD 170469,277.296,11.6954,60.178,14.1,209.768,1145,2007,Radial Velocity,5842,1.24,G5 IV
Kepler-139 d,Kepler-139,282.392,43.8894,391.038,1.695,2,7.3057,2023,Transit,5622,1.045,
Kepler-1639 b,Kepler-1639,283.069,48.8021,1031.31,2.58,7.18,9.87848,2016,Transit,6150,1.18,
TOI-2580 b,TOI-2580,62.1992,67.1165,379.253,17.374,200.232,3.39775,2024,Transit,6120,1.81,F
Kepler-1000 b,Kepler-1000,286.685,47.0982,1115.62,4.76,20.3,120.018,2016,Transit,6453,1.51,
TOI-2088 b,TOI-2088,261.375,75.8823,126.46,3.683,37,124.73,2024,Transit,5081,0.848,
HIP 98599 b,HIP 98599,300.409,-22.1111,75.943,12.7,2177.12,2656,2026,Radial Velocity,5978,1.395,F7 V
K2-154 b,K2-154,189.002,-2.66962,129.356,1.99,4.62,3.67626,2018,Transit,4097,0.63,M0.0 V
Kepler-240 b,Kepler-240,291.159,40.7502,746.927,1.37,2.45,4.1445,2014,Transit,4985,0.739,
HIP 38594 c,HIP 38594,118.544,-25.3023,17.789,7.94,48.4,3477.77,2020,Radial Velocity,4086,0.627,M0
Kepler-145 c,Kepler-145,291.388,44.529,566.85,4.32,79.4,42.882,2013,Transit,6022,1.85,
Kepler-144 b,Kepler-144,281.916,42.7756,384.917,1.33,2.33,5.88527,2014,Transit,6075,1.235,
TOI-1846 b,TOI-1846,257.955,54.5279,47.25,1.792,3.87,3.93067,2025,Transit,3568,0.397,
Kepler-1957 b,Kepler-1957,293.711,47.8875,460.899,0.944,0.79,2.18662,2021,Transit,4904,0.772,
Kepler-219 b,Kepler-219,288.739,46.7626,787.07,2.95,9.01,4.58551,2014,Transit,5786,1.491,
TIC 365102760 b,TIC 365102760,305.84,54.3943,555.546,6.21,19.2,4.21285,2024,Transit,4900,3.13,
Kepler-1153 b,Kepler-1153,289.147,45.8661,1119.49,1.73,3.64,1.75584,2016,Transit,5470,0.88,
Kepler-327 b,Kepler-327,292.642,44.0876,241.987,1.11,1.41,2.54957,2014,Transit,3799,0.492,
K2-72 b,K2-72,334.623,-9.61201,66.432,1.08,1.28,5.57721,2016,Transit,3360,0.331,
TOI-5126 c,TOI-5126,151.66,18.6341,160.414,3.86,14.2,17.8999,2023,Transit,6150,1.241,F V
Kepler-405 b,Kepler-405,291.409,38.34,1065.08,2.08,4.98,10.6138,2014,Transit,5818,0.893,
Kepler-451 d,2MASS J19383260+4603591,294.636,46.0664,396.332,13.5,559.378,43,2022,Eclipse Timing Variations,29564,0.203,
Kepler-1421 b,Kepler-1421,286.581,48.5442,783.401,0.93,0.749,6.91311,2016,Transit,6335,1.42,
K2-332 b,K2-332,135.883,14.2505,123.202,2.2,5.48,17.7063,2021,Transit,3315,0.28,
Kepler-1288 b,Kepler-1288,285.714,41.6059,814.078,1.12,1.46,2.76122,2016,Transit,6132,1.29,
GJ 1151 c,GJ 1151,177.73,48.3732,8.036,3.25,10.62,389.7,2023,Radial Velocity,3280,0.178,M 4.5V
Kepler-80 c,Kepler-80,296.113,39.9787,369.451,2.74,6.74,9.52355,2012,Transit,4540,0.678,K5
Kepler-925 b,Kepler-925,290.107,40.4906,611.115,2.34,6.08,33.8678,2016,Transit,4673,0.72,
Kepler-194 d,Kepler-194,291.971,47.864,1097.97,2.4,6.35,52.815,2014,Transit,6089,1.025,
Kepler-945 b,Kepler-945,291.27,42.096,1651.25,2.63,7.41,31.0034,2016,Transit,5718,0.97,
HD 156846 b,HD 156846,260.142,-19.3344,47.733,12.4,3391.25,359.51,2007,Radial Velocity,6090,1.9,G0 V
TOI-2025 b,TOI-2025,282.795,82.2454,335.985,11.893,1144.18,8.8721,2022,Transit,5977,1.459,
Kepler-1878 b,Kepler-1878,300.732,44.107,1494.3,2.92,8.86,4.44588,2021,Transit,5918,0.865,
Kepler-1447 b,Kepler-1447,289.643,50.727,890.296,2.9,8.75,56.6747,2016,Transit,5722,0.95,
Kepler-1805 b,Kepler-1805,285.087,40.8991,221.639,1.545,3,8.84794,2021,Transit,3867,0.552,
HD 158259 f,HD 158259,261.35,52.7905,27.05,2.35,6.14,12.028,2020,Radial Velocity,5802,1.21,G0
TOI-261.01,TOI-261,15.2181,-24.424,114.495,3.045,9.51,3.36393,2021,Transit,5890,1.28,
Kepler-370 b,Kepler-370,292.171,40.9162,1167.94,1.59,3.15,4.57953,2014,Transit,5852,0.9,
Kepler-956 b,Kepler-956,292.531,49.0617,544.939,3,9.27,5.24867,2016,Transit,6040,1.15,
HD 63433 b,HD 63433,117.479,27.3631,22.404,2.14,21.755,7.10795,2020,Transit,5553,0.934,G5 V
Kepler-1142 b,Kepler-1142,292.714,44.0823,1273.51,1.47,2.76,18.3027,2016,Transit,5685,0.96,
Kepler-853 b,Kepler-853,283.937,49.1103,568.676,1.69,3.5,7.16892,2016,Transit,6350,1.55,
Kepler-451 c,2MASS J19383260+4603591,294.636,46.0664,396.332,13.5,511.704,1460,2022,Eclipse Timing Variations,29564,0.203,
WISPIT 1 b,WISPIT 1,117.799,-50.1377,230.007,12.4,3305.41,,2025,Imaging,4670,1.116,K4 V
TOI-2529 b,TOI-2529,118.995,-52.3548,296.271,11.545,743.718,64.5949,2024,Transit,5802,1.7,
KOI-1599.01,KOI-1599,298.374,40.6185,1131.64,1.9,4.6,20.4415,2019,Transit,5833,0.972,
Kepler-1759 b,Kepler-1759,298.466,48.5593,385.348,0.904,0.676,3.72023,2021,Transit,5017,0.797,
Kepler-1215 b,Kepler-1215,297.464,48.1814,661.022,1.22,1.98,4.76704,2016,Transit,5616,0.93,
Kepler-1733 b,Kepler-1733,291.138,37.8592,2080.51,3.636,12.8,9.22958,2021,Transit,6320,1.252,
Kepler-357 c,Kepler-357,291.243,44.0086,688.573,2.67,7.61,16.8584,2014,Transit,5036,0.834,
Kepler-194 c,Kepler-194,291.971,47.864,1097.97,2.59,7.22,17.308,2014,Transit,6089,1.025,
Kepler-1056 b,Kepler-1056,299.526,46.8993,982.51,3.01,9.32,27.4956,2016,Transit,6127,1.2,
Kepler-1424 b,Kepler-1424,290.992,40.2293,661.421,1.16,1.65,29.6092,2016,Transit,5838,1.07,
Kepler-1642 c,Kepler-1642,297.212,43.6438,413.873,2.66,7.56,6.65138,2016,Transit,5355,0.84,
HD 164595 b,HD 164595,270.161,29.5727,28.254,4.16,16.14,40,2015,Radial Velocity,5790,1.024,G2 V
K2-24 c,K2-24,242.573,-24.9906,170.562,7.93,16.4,42.3473,2016,Transit,5726,1.185,G9 V
Kepler-235 d,Kepler-235,286.079,39.2782,428.018,2.05,4.86,20.0605,2014,Transit,4255,0.554,M0 V
HD 97037 b,HD 97037,167.555,-7.39015,32.413,12.1,6707.77,6449.08,2022,Radial Velocity,5874,1.264,
Kepler-776 b,Kepler-776,287.273,41.6356,727.904,1.28,2.18,4.89719,2016,Transit,5071,0.78,
K2-352 b,K2-352,140.445,18.4696,176.051,1.37,2.45,3.66591,2021,Transit,5791,0.95,
TOI-3288 b,TOI-3288,297.11,-43.018,200.5,12.24,536.177,1.43386,2025,Transit,4072,0.672,M0&plusmn;0.5
Kepler-1420 b,Kepler-1420,296.204,42.7778,1054.37,1.28,2.18,6.6996,2016,Transit,5187,0.79,
K2-333 b,K2-333,136.789,15.2057,343.99,6.18,31.6,14.7593,2021,Transit,5880,1.22,
Kepler-79 e,Kepler-79,300.517,44.3815,1020.72,3.53,3.8,81.0665,2014,Transit,6389,1.316,
Kepler-20 d,Kepler-20,287.698,42.3386,282.563,2.606,13.4,77.6115,2011,Transit,5495,0.916,
DMPP-1 c,DMPP-1,86.7761,-10.6303,62.539,3.31,10.94,10.03,2019,Radial Velocity,6196,1.26,F8 V
Kepler-947 b,Kepler-947,294.367,42.2526,1730.78,2.28,5.82,26.9644,2016,Transit,5508,0.87,
Kepler-689 b,Kepler-689,294.711,39.5217,1131.73,2.89,8.7,22.3666,2016,Transit,5518,0.88,
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,132.753,11.8147,872.92,12.3,101.706,6.959,2014,Radial Velocity,5780,0.99,G5 V
HD 211970 b,HD 211970,335.566,-54.5596,13.128,3.66,13,25.201,2019,Radial Velocity,4127,0.574,K7 V
Kepler-336 c,Kepler-336,290.238,41.3314,768.86,2.1,5.06,9.6,2014,Transit,5867,1.304,
Kepler-423 b,Kepler-423,292.856,46.3912,758.753,13.361,189.101,2.68433,2014,Transit,5560,0.95,G4 V
2M0437 b,2MASS J04372171+2651014,69.3405,26.8503,128.484,13,1271.31,,2021,Imaging,3100,0.84,M V
Kepler-561 b,Kepler-561,293.747,45.1072,621.378,6.96,38.7,58.3621,2016,Transit,5646,0.94,
24 Boo b,24 Boo,217.156,49.8447,95.986,13.9,280.642,30.33,2018,Radial Velocity,4816,12.19,G3 IV
HD 74156 c,HD 74156,130.605,4.57723,57.603,12.5,2753.98,2448.49,2003,Radial Velocity,6068,1.511,G0
Kepler-1365 c,Kepler-1365,292.2,42.046,840.128,0.8,0.437,4.77468,2016,Transit,5770,1.05,
HD 20003 c,HD 20003,46.909,-72.3219,41.832,3.89,14.44,33.9239,2019,Radial Velocity,5494,0.922,G8 V
Kepler-716 b,Kepler-716,290.393,43.3639,635.009,2.9,8.75,10.3717,2016,Transit,5099,0.78,
HD 134606 b,HD 134606,228.81,-70.5203,26.791,2.97,9.09,12.089,2024,Radial Velocity,5576,1.158,G5IV
K2-66 b,K2-66,331.527,-10.7115,513.877,2.49,21.3,5.06963,2016,Transit,5887,1.67,
TIC 437041147 b,TIC 437041147,132.948,6.76484,246.6,2.215,5.54,3.82301,2026,Transit,5224,0.961,
Kepler-583 b,Kepler-583,282.111,42.3546,867.271,2.28,5.82,6.51003,2016,Transit,5523,0.91,
Kepler-1649 c,Kepler-1649,292.503,41.83,92.191,1.06,1.2,19.5353,2020,Transit,3240,0.232,
WASP-57 b,WASP-57,223.82,-2.05769,398.276,11.769,204.683,2.83892,2012,Transit,5600,0.927,G6
Kepler-381 d,Kepler-381,285.183,43.831,267.323,1.067,1.23,8.2563,2021,Transit,6197,2.188,
TOI-1199 b,TOI-1199,166.881,61.3526,248.427,10.514,75.961,3.67146,2024,Transit,5710,1.45,
TOI-4961 b,TOI-4961,192.502,-59.8919,213.073,12.341,572.091,7.47918,2025,Transit,5380,0.912,
Kepler-118 c,Kepler-118,299.213,41.4248,574.228,7.68,45.7,20.172,2014,Transit,5274,1.094,
Kepler-278 b,Kepler-278,290.107,38.7023,443.03,3.955,56,30.1556,2014,Transit,4965,2.861,K2 III-IV
K2-268 e,K2-268,133.709,11.8483,327.783,1.33,2.33,6.13124,2021,Transit,5106,0.78,
Kepler-1254 d,Kepler-1254,285.173,48.77,622.818,1.31,2.27,5.72717,2016,Transit,4985,0.75,
HD 167768 b,HD 167768,274.221,-3.00858,107.214,13.9,270.154,20.6532,2022,Radial Velocity,4851,9.7,G8 III
TOI-1036 b,TOI-1036,157.867,-42.2405,184.015,6.285,32.5,3.77952,2026,Transit,5665,1.176,
EPIC 212424622 b,EPIC 212424622,202.331,-14.3594,611.804,2.17,5.35,18.0983,2019,Transit,5782,1.225,
Kepler-1915 b,Kepler-1915,301.279,44.2505,1514.66,3.218,10.4,13.8354,2021,Transit,6020,1.057,
Kepler-1734 b,Kepler-1734,294.163,41.4517,1482.83,3.089,9.74,6.79685,2021,Transit,6061,0.97,
Kepler-960 b,Kepler-960,281.457,46.7465,284.916,2.29,5.86,3.12686,2016,Transit,4755,0.72,
HD 208897 b,HD 208897,329.749,19.0202,67.487,13.7,379.487,358.27,2017,Radial Velocity,4860,4.98,K0
Kepler-1386 b,Kepler-1386,280.823,42.636,835.882,1.24,2.07,6.73972,2016,Transit,5733,1.03,
Kepler-1921 c,Kepler-1921,300.316,45.4953,928.989,1.41,2.57,3.15722,2023,Transit,6120,2,
Kepler-1225 b,Kepler-1225,290.633,40.137,1347.52,1.82,3.97,7.01075,2016,Transit,6140,1.19,
Kepler-1708 b,Kepler-1708,296.824,43.6248,1666.69,9.96,1462.01,737.113,2021,Transit,6157,1.117,
HD 96700 b,HD 96700,166.974,-30.1751,25.411,2.93,8.9,8.1245,2021,Radial Velocity,5845,1.16,G0 V
Kepler-208 b,Kepler-208,293.89,42.5279,775.328,1.63,3.29,4.22864,2014,Transit,6092,1.314,
Kepler-1146 b,Kepler-1146,286.717,47.4257,703.038,1.23,2.04,2.35227,2016,Transit,4692,0.7,
WASP-100 b,WASP-100,68.9598,-64.027,364.411,14.908,400.466,2.84938,2014,Transit,6900,1.57,F2
Kepler-1643 b,Kepler-1643,300.431,44.751,341.774,2.32,5.99,5.34266,2016,Transit,4916,0.855,
Kepler-215 d,Kepler-215,294.974,45.2137,485.997,2.39,23.6,30.8644,2014,Transit,5739,1.027,
EPIC 212737443 b,EPIC 212737443,204.222,-7.31806,336.25,2.586,7.2,13.603,2019,Transit,4684,0.673,K3
TOI-2169 A b,TOI-2169 A,279.17,23.2586,351.487,12.509,329.588,8.21483,2025,Transit,6270,1.82,
K2-259 b,K2-259,186.803,1.56686,416.457,2.32,5.99,15.4804,2018,Transit,6059,1.13,
Kepler-401 c,Kepler-401,290.083,50.8634,965.56,2.15,5.27,47.3182,2014,Transit,6117,1.333,
Kepler-888 b,Kepler-888,295.521,49.7387,420.817,1.76,3.75,70.6979,2016,Transit,5875,0.9,
Kepler-740 b,Kepler-740,286.482,46.6925,1442.02,4.57,18.9,3.5841,2016,Transit,5438,0.87,
Kepler-1673 b,Kepler-1673,285.667,48.7196,727.187,2.936,8.93,33.7888,2020,Transit,6015,1.132,
Kepler-1322 c,Kepler-1322,293.204,45.4354,1350.32,2.155,5.29,6.45998,2021,Transit,5704,0.804,
Kepler-1211 b,Kepler-1211,285.721,40.8569,1826.53,2.55,7.04,11.0182,2016,Transit,5705,0.94,
HIP 78530 b,HIP 78530,240.481,-21.9805,136.759,12,7300,,2010,Imaging,10500,2.109,B9 V
Kepler-48 f,Kepler-48,299.139,40.9489,306.738,13.8,298.581,5219.68,2023,Radial Velocity,5190,0.836,
Kepler-1750 b,Kepler-1750,292.351,48.5111,1497.33,6.004,30.1,205.912,2021,Transit,5644,0.969,
TOI-4308 b,TOI-4308,327.753,-43.5624,108.932,2.419,6.43,9.1512,2023,Transit,5243,0.793,
HD 18015 b,HD 18015,43.3636,-8.84804,123.801,13.1,1048.83,2278,2018,Radial Velocity,5603,3.13,G6 IV
