# NASA Exoplanet Archive pscomppars, as of 2026-09-08; slimmed by scripts/build-exoplanets.py
pl_name,hostname,ra,dec,sy_dist,pl_rade,pl_bmasse,pl_orbper,disc_year,discoverymethod,st_teff,st_rad,st_spectype
Kepler-164 b,Kepler-164,287.781,47.6298,890.758,1.41,2.57,5.03503,2014,Transit,5888,1.148,
Kepler-320 b,Kepler-320,293.214,46.1752,826.613,1.14,1.55,8.37155,2014,Transit,6435,1.108,
Kepler-395 b,Kepler-395,293.511,45.1366,421.382,1.03,1.08,7.05435,2014,Transit,4262,0.556,
Kepler-341 d,Kepler-341,289.862,43.4727,1047.03,1.85,4.08,27.6663,2014,Transit,6012,1.024,
Kepler-341 e,Kepler-341,289.862,43.4727,1047.03,1.99,4.62,42.4733,2014,Transit,6012,1.024,
Kepler-169 b,Kepler-169,286,40.9194,406.529,1.13,1.51,3.25062,2014,Transit,4997,0.763,
Kepler-169 f,Kepler-169,286,40.9194,406.529,2.58,7.18,87.0902,2014,Transit,4997,0.763,
Kepler-332 c,Kepler-332,286.663,47.4137,344.19,1.09,1.32,15.9956,2014,Transit,4955,0.72,
Kepler-143 b,Kepler-143,298.068,49.4125,809.467,2.41,6.39,16.0076,2014,Transit,5848,1.359,
Kepler-299 b,Kepler-299,283.207,48.5805,1052.24,1.32,2.3,2.92713,2014,Transit,5617,1.032,
Kepler-301 c,Kepler-301,283.983,49.233,719.166,1.35,2.39,5.41903,2014,Transit,5815,0.9,
Kepler-342 d,Kepler-342,292.678,46.7267,781.611,2.49,6.76,39.4594,2014,Transit,6175,1.472,
Kepler-233 c,Kepler-233,296.367,51.3195,856.417,2.71,7.8,60.419,2014,Transit,5360,0.758,
Kepler-171 d,Kepler-171,296.772,41.7556,863.855,1.89,4.23,39.5955,2014,Transit,5642,0.839,
HD 60779 b,HD 60779,114.005,-3.15129,35.444,3.246,14.19,29.9862,2026,Transit,6081,1.129,G1 V
Kepler-335 c,Kepler-335,296.064,45.4286,1278.97,3.07,9.64,67.8445,2014,Transit,5877,1.854,
Kepler-332 d,Kepler-332,286.663,47.4137,344.19,1.18,1.76,34.2115,2014,Transit,4955,0.72,
Kepler-262 b,Kepler-262,290.729,37.2527,613.129,1.36,2.42,13.0609,2014,Transit,5841,0.881,
Kepler-263 c,Kepler-263,292.47,37.5678,754.747,2.47,6.66,47.3328,2014,Transit,5265,0.785,
Kepler-191 b,Kepler-191,291.183,45.3231,594.464,1.34,2.36,9.93963,2014,Transit,5282,0.789,
Kepler-197 e,Kepler-197,295.226,50.5592,330.575,0.91,0.693,25.2097,2014,Transit,6004,1.12,
Kepler-200 b,Kepler-200,284.41,41.2375,665.912,2.13,5.18,8.5948,2014,Transit,5678,0.944,
Kepler-201 b,Kepler-201,293.626,41.2728,636.445,2.46,6.62,25.6721,2014,Transit,6065,1.229,
Kepler-84 e,Kepler-84,298.252,40.4961,1023.9,2.6,7.27,27.4344,2014,Transit,6031,1.169,
Kepler-265 e,Kepler-265,290.51,41.2447,1280.25,2.59,7.22,67.831,2014,Transit,5835,1.103,
Kepler-24 e,Kepler-24,290.413,38.3437,1156.81,2.78,26.212,18.9984,2014,Transit,5897,1.289,
Kepler-441 b,Kepler-441,284.567,49.0127,268.003,1.64,3.33,207.248,2015,Transit,4340,0.55,
Kepler-253 c,Kepler-253,291.842,44.8581,838.595,2.65,7.51,10.282,2014,Transit,5208,0.786,
Kepler-214 c,Kepler-214,284.755,44.956,1208.44,2.13,5.18,28.7798,2014,Transit,6169,1.352,
Kepler-170 c,Kepler-170,284.521,41.6297,738.657,2.86,8.55,16.6659,2014,Transit,5679,1.035,
Kepler-205 c,Kepler-205,285.287,41.8609,159.72,1.64,3.33,20.3066,2014,Transit,4321,0.546,M1 V
CoRoT-22 b,CoRoT-22,280.667,6.21917,627.158,4.88,12.2,9.75598,2014,Transit,5939,1.136,G3 V
Kepler-437 b,Kepler-437,297.347,44.0269,304,2.14,5.22,66.6506,2015,Transit,4551,0.68,
Kepler-192 b,Kepler-192,287.918,45.5929,651.674,2.74,7.95,9.92675,2014,Transit,5479,1.007,
Kepler-254 b,Kepler-254,288.165,45.8164,1389.48,3.87,14.3,5.82666,2014,Transit,5957,0.91,
Kepler-196 c,Kepler-196,284.969,42.0791,451.312,2.24,5.65,47.4277,2014,Transit,5128,0.782,
Kepler-101 b,Kepler-101,283.256,48.3552,927.981,5.77,51.1,3.48768,2014,Transit,5667,1.56,G3 IV
Kepler-439 b,Kepler-439,280.802,44.034,757.048,2.24,5.65,178.14,2015,Transit,5431,0.866,
Kepler-256 c,Kepler-256,292.58,46.0974,1026.43,2.15,5.27,3.38802,2014,Transit,5551,1.301,
Kepler-216 c,Kepler-216,293.728,46.1291,1187.47,3.04,9.48,17.4067,2014,Transit,6091,1.26,
Kepler-184 c,Kepler-184,291.952,43.0746,610.326,1.97,8.8,20.303,2014,Transit,5788,0.873,
KIC 10001893 d,KIC 10001893,287.389,46.9845,1672.94,,,0.81161,2014,Orbital Brightness Modulation,27500,0.18,
KIC 10001893 b,KIC 10001893,287.389,46.9845,1672.94,,,0.2197,2014,Orbital Brightness Modulation,27500,0.18,
HD 113538 c,HD 113538,196.234,-52.4464,16.282,13.8,295.57,1818,2010,Radial Velocity,4462,0.53,K9 V
HD 30669 b,HD 30669,72.1198,-28.4191,58.084,14.3,149.37,1684,2014,Radial Velocity,5400,0.91,G9 V
Kepler-217 b,Kepler-217,293.038,46.2775,1104.64,2.23,5.6,5.37494,2014,Transit,6171,1.799,
Kepler-83 d,Kepler-83,282.233,43.6656,400.409,1.94,4.1,5.1698,2014,Transit,4648,0.594,M0 V
Kepler-253 d,Kepler-253,291.842,44.8581,838.595,3.17,10.2,18.1199,2014,Transit,5208,0.786,
Kepler-424 c,Kepler-424,298.625,48.5774,698.646,12.7,2215.18,223.3,2014,Radial Velocity,5460,0.94,
Kepler-422 b,Kepler-422,282.63,46.3233,722.795,12.89,136.66,7.89145,2014,Transit,5972,1.24,
Kepler-445 c,Kepler-445,298.736,46.4991,127.201,2.51,6.85,4.87123,2015,Transit,3157,0.21,M4
Kepler-446 b,Kepler-446,282.25,44.921,96.339,1.5,2.86,1.56541,2015,Transit,3359,0.24,M4
Kepler-259 b,Kepler-259,288.212,46.615,1002.14,2.8,8.25,8.11532,2014,Transit,5938,0.898,
Kepler-193 b,Kepler-193,296.499,46.5772,1009.1,2.39,6.3,11.3885,2014,Transit,6335,1.147,
Kepler-215 b,Kepler-215,294.974,45.2137,485.997,1.62,3.26,9.36067,2014,Transit,5739,1.027,
Kepler-192 c,Kepler-192,287.918,45.5929,651.674,2.79,8.2,21.2234,2014,Transit,5479,1.007,
Kepler-426 b,Kepler-426,289.435,49.4735,843.695,12.22,108.06,3.21752,2014,Transit,5725,0.92,G1 V
Kepler-424 b,Kepler-424,298.625,48.5774,698.646,9.98,327.35,3.31186,2014,Transit,5460,0.94,
Kepler-427 b,Kepler-427,288.255,43.7048,1017.8,13.79,92.17,10.291,2014,Transit,5800,1.35,G2 V
HD 103720 b,HD 103720,179.171,-2.77914,45.535,14.1,197.046,4.5557,2014,Radial Velocity,5017,0.73,K3 V
Kepler-434 b,Kepler-434,293.586,42.9289,1222.54,12.67,908.96,12.8747,2015,Transit,5977,1.38,
Kepler-221 c,Kepler-221,296.655,46.8352,385.231,2.93,9.3,5.69059,2014,Transit,5243,0.821,
Kepler-222 b,Kepler-222,287.906,46.9378,758.854,3.16,10.1,3.93698,2014,Transit,5433,0.869,
Kepler-94 c,Kepler-94,281.195,47.4973,191.904,12.5,3126,820.3,2014,Radial Velocity,4781,0.76,M0 V
Kepler-48 e,Kepler-48,299.139,40.9489,306.738,13.4,657,982,2014,Radial Velocity,5194,0.89,
Kepler-428 b,Kepler-428,290.582,40.5773,686.284,12.11,403.63,3.52563,2014,Transit,5150,0.8,K1 V
Kepler-425 b,Kepler-425,290.358,40.5677,646.647,10.962,79.45,3.79702,2014,Transit,5170,0.86,K1 V
Kepler-224 c,Kepler-224,290.934,47.3575,782.088,3.12,9.91,5.925,2014,Transit,5018,0.676,
Kepler-407 c,Kepler-407,286.036,49.6145,338.368,12.3,4000,3000,2014,Radial Velocity,5476,1.01,G
Kepler-106 c,Kepler-106,300.864,44.3376,444.322,2.5,10.44,13.5708,2014,Transit,5858,1.04,
TYC 1422-614-1 b,TYC 1422-614-1,154.278,19.5584,672.41,13.3,794.5,198.4,2014,Radial Velocity,4806,6.85,
TYC 1422-614-1 c,TYC 1422-614-1,154.278,19.5584,672.41,12.5,3178,559.3,2014,Radial Velocity,4806,6.85,
Kepler-445 b,Kepler-445,298.736,46.4991,127.201,1.58,3.12,2.98415,2015,Transit,3157,0.21,M4
Kepler-446 d,Kepler-446,282.25,44.921,96.339,1.35,2.39,5.14892,2015,Transit,3359,0.24,M4
Kepler-164 c,Kepler-164,287.781,47.6298,890.758,2.73,7.9,10.9457,2014,Transit,5888,1.148,
Kepler-165 b,Kepler-165,280.691,47.8097,560.885,2.32,5.99,8.18085,2014,Transit,5211,0.77,
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,267.541,-34.6732,3200,13,1200,,2005,Microlensing,,,
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,267.541,-34.6732,8100,8.74,57,,2014,Microlensing,,,
Kepler-246 b,Kepler-246,296.483,42.6634,626.078,2.34,6.08,4.60182,2014,Transit,5206,0.831,
Kepler-226 c,Kepler-226,292.376,47.881,980.138,2.27,45.2,5.34955,2014,Transit,5571,0.802,
Kepler-227 b,Kepler-227,291.934,48.1417,1083.06,3.11,9.85,9.48802,2014,Transit,5854,1.091,
Kepler-113 b,Kepler-113,287.998,50.9442,262.351,1.82,11.7,4.754,2014,Transit,4725,0.69,
Kepler-48 d,Kepler-48,299.139,40.9489,306.738,2.04,7.93,42.8961,2014,Transit,5194,0.89,
Qatar-2 b,Qatar-2,207.655,-6.80407,181.374,14.056,792.635,1.33712,2011,Transit,4645,0.776,
Kepler-117 c,Kepler-117,288.793,48.0402,1455.57,12.341,584.78,50.7904,2014,Transit,6150,1.606,F8 V
Kepler-161 b,Kepler-161,290.516,43.0839,434.632,2.12,2.63,4.92136,2014,Transit,5078,0.806,
Kepler-153 b,Kepler-153,282.461,48.257,459.368,2.92,8.85,18.8702,2014,Transit,5404,0.892,
Kepler-229 c,Kepler-229,286.999,48.3758,826.265,4.92,21.5,16.0686,2014,Transit,5120,0.728,
Kepler-100 d,Kepler-100,291.386,41.9901,304.645,1.61,3,35.3331,2014,Transit,5825,1.49,
Kepler-98 b,Kepler-98,285.662,37.9646,350.315,1.99,3.55,1.54168,2014,Transit,5539,1.11,
Kepler-117 b,Kepler-117,288.793,48.0402,1455.57,8.059,29.875,18.7959,2014,Transit,6150,1.606,F8 V
Kepler-430 b,Kepler-430,292.809,49.5794,917.477,3.25,10.6,35.968,2015,Transit,5884,1.485,
Kepler-230 b,Kepler-230,285.719,48.5058,740.754,4.26,16.8,32.6255,2014,Transit,5588,0.817,
Kepler-166 b,Kepler-166,293.16,48.8812,603.53,2.27,5.77,7.65025,2014,Transit,5413,0.742,
Kepler-131 b,Kepler-131,288.531,40.9424,228.678,2.41,16.13,16.092,2014,Transit,5685,1.03,
Kepler-406 b,Kepler-406,291.848,44.9683,364.03,1.43,6.35,2.42629,2014,Transit,5538,1.07,
Kepler-249 c,Kepler-249,296.985,43.6586,190.401,1.51,2.89,7.1137,2014,Transit,3568,0.482,M2 V
Kepler-162 c,Kepler-162,297.279,43.724,855.641,3.03,9.43,19.4464,2014,Transit,5816,0.958,
Kepler-180 c,Kepler-180,295.571,49.7745,695.65,3.01,9.32,41.8858,2014,Transit,5731,1.063,
Kepler-182 c,Kepler-182,289.83,50.5862,1549.09,3.43,11.6,20.6843,2014,Transit,6250,1.146,
HD 10180 c,HD 10180,24.4731,-60.5115,38.961,,2741.59,5.75969,2010,Radial Velocity,5911,1.109,G1 V
Kepler-174 b,Kepler-174,287.439,43.832,384.757,1.96,4.5,13.9818,2014,Transit,4880,0.622,
Kepler-176 c,Kepler-176,294.668,43.8532,527.321,2.6,1.33,12.7597,2014,Transit,5232,0.891,
Kepler-96 b,Kepler-96,297.07,40.5252,122.881,2.67,8.46,16.2385,2014,Transit,5690,1.02,
Kepler-48 b,Kepler-48,299.139,40.9489,306.738,1.88,3.94,4.778,2012,Transit,5194,0.89,
HD 10180 d,HD 10180,24.4731,-60.5115,38.961,,3295.88,16.357,2010,Radial Velocity,5911,1.109,G1 V
HD 10180 e,HD 10180,24.4731,-60.5115,38.961,5.39,25.1,49.748,2010,Radial Velocity,5911,1.109,G1 V
Kepler-55 d,Kepler-55,285.168,44.0265,578.796,1.59,3.15,2.2111,2014,Transit,4503,0.619,
Kepler-187 c,Kepler-187,299.796,44.0892,1143,2.67,7.61,10.6403,2014,Transit,6105,1.287,
Kepler-233 b,Kepler-233,296.367,51.3195,856.417,2.43,6.48,8.47238,2014,Transit,5360,0.758,
Kepler-234 c,Kepler-234,291.654,38.4947,1733.1,3.51,12.1,7.21205,2014,Transit,6224,1.113,
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,271.223,-27.2209,7560,12.4,3690,,2013,Microlensing,,,
CoRoT-24 b,CoRoT-24,101.923,-3.71929,591.555,3.7,5.7,5.1134,2014,Transit,4950,0.86,K1 V
HD 10180 h,HD 10180,24.4731,-60.5115,38.961,9.4,64.4,2205,2010,Radial Velocity,5911,1.109,G1 V
Kepler-440 b,Kepler-440,285.35,41.4524,301.03,1.86,4.12,101.111,2015,Transit,4134,0.559,
Kepler-251 c,Kepler-251,296.566,44.1058,924.625,2.77,8.1,16.514,2014,Transit,5526,0.89,
Kepler-146 c,Kepler-146,294.111,38.7102,716.797,3.13,9.96,76.7322,2014,Transit,5948,1.208,
Kepler-150 d,Kepler-150,288.234,40.5209,891.092,2.79,8.2,12.5609,2014,Transit,5560,0.939,
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,269.787,-30.7595,6800,12.9,1500,,2014,Microlensing,,,
CoRoT-24 c,CoRoT-24,101.923,-3.71929,591.555,5,28,11.759,2014,Transit,4950,0.86,K1 V
Kepler-186 f,Kepler-186,298.653,43.955,177.594,1.17,1.71,129.944,2014,Transit,3755,0.523,M1
Kepler-252 c,Kepler-252,295.579,44.5459,379.424,2.15,5.27,10.8485,2014,Transit,4208,0.549,M0 V
Kepler-213 b,Kepler-213,290.824,44.6473,634.939,1.62,3.26,2.46236,2014,Transit,5696,1.195,
Kepler-159 c,Kepler-159,297.07,40.8687,373.744,3.41,11.5,43.5958,2014,Transit,4625,0.663,M0 V
Kepler-202 c,Kepler-202,282.973,41.3218,285.111,1.85,4.08,16.2825,2014,Transit,4668,0.667,
HD 35759 b,HD 35759,82.8887,64.3184,71.242,13,1195.04,82.467,2016,Radial Velocity,6060,1.76,G0
Kepler-477 b,Kepler-477,288.067,42.3553,367,2.07,4.94,11.1199,2016,Transit,5240,0.79,
HD 67087 c,HD 67087,121.916,31.5512,76.522,12.9,1540,2374,2015,Radial Velocity,6330,1.55,F8 V
Kepler-6 b,Kepler-6,296.837,48.24,587.039,14.617,212.31,3.2347,2009,Transit,5647,1.391,
HD 220842 b,HD 220842,351.653,56.8871,64.65,13.1,1010.7,218.47,2016,Radial Velocity,5960,1.416,F8
HIP 65407 c,HIP 65407,201.088,48.8847,61.78,13.9,249.179,67.3,2016,Radial Velocity,5460,0.952,K0
Kepler-505 b,Kepler-505,287.858,42.5427,283.41,2.6,7.27,27.522,2016,Transit,3931,0.53,
CoRoT-29 b,CoRoT-29,278.902,6.47957,806.507,10.088,270.156,2.85057,2015,Transit,5260,0.9,K0 V
tau Boo b,tau Boo,206.813,17.4572,15.652,12.8,1891,3.31246,1996,Radial Velocity,6466,1.426,F7 V
Kepler-412 b,Kepler-412,286.11,43.681,1086.24,15.031,299.078,1.72086,2014,Transit,5750,1.287,G3 V
HD 141399 b,HD 141399,236.724,46.9863,37.017,14.3,143.341,94.44,2014,Radial Velocity,5600,1.387,K0
HD 141399 c,HD 141399,236.724,46.9863,37.017,13.6,422.714,201.99,2014,Radial Velocity,5600,1.387,K0
Kepler-754 b,Kepler-754,293.254,37.8462,1770.27,2.01,4.7,14.5596,2016,Transit,5935,1.08,
Kepler-753 b,Kepler-753,291.903,37.9024,274.767,1.91,4.31,5.74773,2016,Transit,4346,0.65,
HAT-P-54 b,HAT-P-54,99.898,25.4824,143.651,10.581,241.551,3.79985,2015,Transit,4390,0.617,K7
TrES-5 b,TrES-5,305.222,59.4489,360.313,13.384,568.916,1.48225,2011,Transit,5171,0.868,
KOI-13 b,KOI-13,286.971,46.8683,519.096,16.948,2949.46,1.76359,2011,Transit,7650,1.74,
WASP-42 b,WASP-42,192.981,-42.0736,177.291,12.576,167.496,4.98168,2012,Transit,5315,0.892,
Kepler-766 b,Kepler-766,293.185,37.9698,2297.62,3.39,11.4,6.10028,2016,Transit,5992,1.15,
Kepler-771 b,Kepler-771,287.444,38.0884,1393.85,1.82,3.97,8.73486,2016,Transit,5906,1.05,
HD 100546 b,HD 100546,173.356,-70.1948,109.677,77.342,2701.54,,2014,Imaging,10500,1.853,B9 Vne
Kepler-432 c,Kepler-432,293.282,48.2859,848.023,13.3,772.327,406.2,2015,Radial Velocity,4995,4.06,
Kepler-76 b,Kepler-76,294.192,39.619,822.96,15.244,638.838,1.54493,2013,Orbital Brightness Modulation,6409,1.32,F
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,271.318,-28.895,5800,13.2,830,,2004,Microlensing,,,K V
Kepler-765 b,Kepler-765,283.185,47.1557,1076.28,2.43,6.48,27.6655,2016,Transit,5901,1.06,
Kepler-432 b,Kepler-432,293.282,48.2859,848.023,12.834,1719.46,52.5011,2015,Transit,4995,4.06,
Kepler-5 b,Kepler-5,299.407,44.035,899.777,15.984,670.939,3.54847,2009,Transit,6297,1.793,
Kepler-7 b,Kepler-7,288.581,41.0897,922.562,18.181,140.163,4.88549,2009,Transit,5933,1.966,
HIP 74890 b,HIP 74890,229.571,-41.4211,78.656,13.3,762.792,822.3,2016,Radial Velocity,4850,5.77,K1 III
K2-29 b,K2-29,62.6704,24.4017,178.475,13.339,232.016,3.25883,2016,Transit,5358,0.86,G7 V
Kepler-767 b,Kepler-767,291.579,38.0358,2251.03,6.64,35.7,161.528,2016,Transit,5694,0.94,
Kepler-773 b,Kepler-773,290.885,38.0575,547.026,1.43,2.63,3.7491,2016,Transit,5850,1.01,
Kepler-774 b,Kepler-774,291.032,38.2119,917.804,3.17,10.2,11.0896,2016,Transit,6403,2.42,
2MASS J02192210-3925225 b,2MASS J02192210-3925225,34.8427,-39.4231,40.09,16.141,4417.84,,2015,Imaging,3064,0.281,M6
HD 7924 d,HD 7924,20.4957,76.7101,16.992,,1568.16,24.451,2015,Radial Velocity,5075,0.782,K0.5 V
WASP-41 c,WASP-41,190.619,-30.6398,163.371,13.1,1010.7,421,2015,Radial Velocity,5545,0.87,
HAT-P-50 b,HAT-P-50,118.063,12.1394,515.458,14.437,429.07,3.12201,2015,Transit,6280,1.698,F5
HD 133131 A b,HD 133131 A,225.898,-27.8431,51.474,13.6,451.319,649,2016,Radial Velocity,5799,0.955,G2 V
HATS-17 b,HATS-17,192.19,-47.6137,400.331,8.709,425.257,16.2546,2016,Transit,5846,1.091,G V
Kepler-772 b,Kepler-772,291.424,38.2166,1130.21,1.82,3.97,12.9921,2016,Transit,5714,1.11,
Kepler-769 b,Kepler-769,292.713,38.3582,1169.57,2.92,8.85,7.42609,2016,Transit,6186,1.28,
Kepler-449 c,Kepler-449,293.733,41.9006,241.949,2.764,8.07,33.6727,2015,Transit,5649,1.467,
HD 133131 A c,HD 133131 A,225.898,-27.8431,51.474,14.3,133.489,3568,2016,Radial Velocity,5799,0.955,G2 V
WASP-92 b,WASP-92,246.692,51.0411,575.889,16.376,255.853,2.17467,2016,Transit,6280,1.341,F7
Kepler-762 b,Kepler-762,291.276,47.3295,1898.26,12.68,,3.77055,2016,Transit,5944,1.08,
Kepler-781 b,Kepler-781,287.654,47.4148,1064.47,2.89,8.7,13.2141,2016,Transit,5162,0.78,
Kepler-92 d,Kepler-92,289.086,41.563,477.992,2.067,11.867,49.3568,2015,Transit,5904,1.817,
Kepler-449 b,Kepler-449,293.733,41.9006,241.949,2.056,4.88,12.5824,2015,Transit,5649,1.467,
HD 175607 b,HD 175607,285.274,-66.1943,40.33,,2456.18,29.01,2015,Radial Velocity,5392,0.7,G6 V
HD 1461 c,HD 1461,4.67626,-8.05362,23.453,2.23,5.59,13.5052,2015,Radial Velocity,5765,1.152,G0 V
WASP-93 b,WASP-93,9.45874,51.2888,370.284,17.901,467.21,2.73253,2016,Transit,6700,1.524,F4
HD 128311 c,HD 128311,219.003,9.74544,16.329,13,1204.26,921.538,2005,Radial Velocity,4965,0.76,K0
alf Tau b,alf Tau,68.9802,16.5092,20.433,12.7,2056.36,628.96,2015,Radial Velocity,4055,45.1,K5 III
Kepler-450 d,Kepler-450,295.487,51.0135,455.982,0.837,17.6,7.51464,2015,Transit,6197,1.642,
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,271.522,-30.7326,4100,3.84,14.1,,2006,Microlensing,,,K5
WASP-46 b,WASP-46,318.737,-55.8719,375.31,13.159,607.055,1.43037,2011,Transit,5600,0.858,G6 V
HD 60532 b,HD 60532,113.513,-22.2959,25.972,13.8,336.9,201.9,2008,Radial Velocity,6245,2.57,F6 IV
HD 60532 c,HD 60532,113.513,-22.2959,25.972,13.3,797.753,600.1,2008,Radial Velocity,6245,2.57,F6 IV
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,268.029,-31.6906,3040,12.3,4100,,2014,Microlensing,,,
Kepler-41 b,Kepler-41,294.513,45.9817,1093.08,14.46,177.98,1.85556,2011,Transit,5750,1.29,G2 V
HIP 107773 b,HIP 107773,327.501,-64.7127,105.18,13.4,629.303,144.3,2015,Radial Velocity,4945,11.6,K1 III
HATS-8 b,HATS-8,294.942,-25.7484,794.637,9.785,43.861,3.58389,2015,Transit,5679,1.086,
LkCa 15 b,LkCa 15,69.8242,22.3509,158.152,,,,2015,Imaging,4194,1.607,
LkCa 15 c,LkCa 15,69.8242,22.3509,158.152,,,,2015,Imaging,4194,1.607,
Qatar-1 b,Qatar-1,303.382,65.1623,185.615,12.812,411.272,1.42002,2010,Transit,5013,0.803,
HAT-P-66 b,HAT-P-66,150.573,53.9508,935.456,17.822,248.861,2.97209,2016,Transit,6002,1.881,G0
Kepler-75 b,Kepler-75,291.138,36.5773,835.356,11.77,3209.9,8.88491,2013,Transit,5200,0.89,K0 V
Kepler-453 b,Kepler-453,283.241,46.3785,442.846,6.204,16,240.503,2015,Transit,5527,0.833,
WASP-89 b,WASP-89,313.9,-18.9714,290.946,11.657,1875.2,3.35642,2015,Transit,5130,0.88,K3
KIC 3558849 b,KIC 3558849,294.95,38.6052,1215.7,6.9,38.1,1322.3,2015,Transit,6175,1.01,
KIC 8540376 c,KOI-7892,282.378,44.6946,1072.3,2.4,6.35,75.2,2015,Transit,6474,1.26,
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,271.352,-26.4219,2760,10.7,80,2557,2016,Microlensing,,,M
Kepler-56 d,Kepler-56,293.758,41.8718,912.994,12.8,1784,1002,2016,Radial Velocity,4819,4.218,
Kepler-444 b,Kepler-444,289.753,41.6319,36.44,0.403,0.037,3.60011,2015,Transit,5046,0.752,K
K2-6 b,K2-6,178.192,-1.19844,316.819,2.5,6.8,30.9419,2015,Transit,5850,0.96,
HD 42618 b,HD 42618,93.0032,6.78197,24.336,3.89,14.4,149.61,2016,Radial Velocity,5727,0.999,G4 V
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,272.019,-29.7316,2600,6.56,35,,2016,Microlensing,,,M V
Kepler-444 e,Kepler-444,289.753,41.6319,36.44,0.546,0.1,7.74349,2015,Transit,5046,0.752,K
K2-15 b,K2-15,178.111,4.25466,493.992,2.48,6.71,11.8104,2015,Transit,5131,0.68,G8
K2-14 b,K2-14,178.057,2.59412,364.048,4.81,20.7,8.36802,2015,Transit,3789,0.45,M0
K2-17 b,K2-17,178.33,6.41232,125.106,2.23,5.6,17.9675,2015,Transit,4320,0.66,K7
K2-9 b,K2-9,176.264,0.00541,82.963,2.25,5.69,18.4498,2015,Transit,3390,0.31,M2.5 V
WASP-36 b,WASP-36,131.58,-8.02699,386.346,14.874,750.397,1.53737,2011,Transit,5959,0.985,
Kepler-26 b,Kepler-26,284.941,46.5665,335.307,2.78,5.12,12.28,2011,Transit,3914,0.512,M0 V
HATS-13 b,HATS-13,316.961,-26.0967,421.855,13.585,172.582,3.04405,2015,Transit,5523,0.887,
HATS-14 b,HATS-14,313.215,-25.6874,513.011,11.646,340.396,2.76676,2015,Transit,5346,0.933,
WASP-90 b,WASP-90,315.532,7.05628,466.433,18.271,200.233,3.91624,2016,Transit,6430,1.98,F6
HD 5583 b,HD 5583,14.487,34.9853,219.216,12.8,1837.06,139.35,2016,Radial Velocity,4830,9.09,
Kepler-26 c,Kepler-26,284.941,46.5665,335.307,2.72,6.2,17.2559,2011,Transit,3914,0.512,M0 V
Kepler-447 b,Kepler-447,285.269,48.5599,268.041,18.49,435.41,7.7943,2015,Transit,5493,1.05,G8 V
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,269.449,-27.3945,4380,13.9,280,,2015,Microlensing,,,
HD 130322 b,HD 130322,221.886,-0.28208,31.877,13.7,365.49,10.7087,1999,Radial Velocity,5387,0.85,K0 V
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,271.49,-27.712,1300,13.6,120,,2015,Microlensing,,,
Kepler-296 d,Kepler-296,286.54,49.4373,167,2.09,5.02,19.8503,2014,Transit,3740,0.48,M2 V
Pr0211 c,Pr0211,130.548,19.277,182.714,12.6,2475.9,4850,2016,Radial Velocity,5300,0.827,
BD+15 2375 b,BD+15 2375,176.482,14.6163,768.045,13.8,337.218,153.22,2016,Radial Velocity,4649,8.95,G5
Kepler-60 d,Kepler-60,288.961,42.2651,1025.1,1.99,4.16,11.8981,2012,Transit,5905,1.257,
HD 1666 b,HD 1666,5.21804,-19.9315,117.908,12.7,2040,270,2015,Radial Velocity,6317,1.93,F7 V
HD 67087 b,HD 67087,121.916,31.5512,76.522,13.1,973,352.2,2015,Radial Velocity,6330,1.55,F8 V
Kepler-296 e,Kepler-296,286.54,49.4373,167,1.53,2.96,34.1421,2014,Transit,3740,0.48,M2 V
Kepler-872 b,Kepler-872,295.417,43.6056,879.683,1.99,4.62,2.57886,2016,Transit,5902,1.08,
Kepler-871 b,Kepler-871,294.527,43.3681,1976.05,3.74,13.5,22.0459,2016,Transit,5993,1.14,
Kepler-603 c,Kepler-603,294.281,42.2909,1539.63,6.5,34.5,127.908,2016,Transit,5808,1.01,
Kepler-908 b,Kepler-908,295.323,39.3765,290.843,1.22,1.98,1.3406,2016,Transit,5973,1.12,
Kepler-499 b,Kepler-499,295.11,43.9151,556.726,2.17,5.35,5.63253,2016,Transit,5312,0.83,
Kepler-801 b,Kepler-801,286.075,44.6646,440.426,2,4.66,11.4193,2016,Transit,4435,0.63,
Kepler-799 b,Kepler-799,287.175,44.8785,1509.08,6.88,37.9,133.461,2016,Transit,5681,0.93,
Kepler-870 b,Kepler-870,295.403,50.4786,1259.46,2.78,8.15,21.3588,2016,Transit,5857,1.02,
Kepler-869 b,Kepler-869,289.425,50.9941,939.455,3.61,12.7,40.4288,2016,Transit,5664,0.95,
Kepler-907 b,Kepler-907,285.476,41.6327,352,1.2,1.87,15.8662,2016,Transit,6106,1.38,
Kepler-912 b,Kepler-912,298.111,41.7583,2004.72,2.8,8.25,2.53476,2016,Transit,5998,1.11,
